address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,voting_power,timestamp,author_ipfs_hash,reason
0x5DC6D3Cd39A5E9BE99De426552659f060b6A48f5,,,,,,1,,,1.598823930135713,1696330494,bafkreicf2pypiivuxw4u7iodll4ax2ys3h6mzthpfrolhgq7wi4nddpd4y,""
0x58D465bac0F2C68A3910C3F96511423de57e8A3d,1,,,,,,,,1.5988554297737763,1696330808,bafkreicxqanovl3vkhkiyonq5sgkcmr36gytufklc7jxlly7hx5qgrdk44,""
0xc202Bfce51F611F016D62D0Dd2048d6a41b9B81E,,,,,,,1,,1.2081675211639442,1696331086,bafkreifb5vmiojhqnxa4kb2sh3uyrb7kcrja4fpjgd3a2dqppy6d64w6mi,""
0xA60054De11FD41fE13dB6483fFa5074Bed634794,1,1,1,,,,,,4.961345197979576,1696332220,bafkreicppjtluww2fqqznhaz436zbh7u3gjusx6v3qjflmamshxekt52aa,""
0x48E0D2C4BE37C9D4e971597FBaB155B6db4736Af,,1,,,,,,,2.9270219710955145,1696332607,bafkreic3dgcxchcmvsbcyudxusprgx6hkvcgth6by3ackwx4ij7jfp3twm,""
0x20F08FaBcf64fA411284584e98Ef44E92d201d5D,,,,,1,,,,4.268525628620341,1696332703,bafkreiagfalhailj5donhpkdcg4zr7pohgpkts7wkra4p6gygc7rznkl54,""
0xDc5A4cDCA9F79Be1D1C3Ecb283847dF1C8d33105,,1,,,,,,,3.8147884241968852,1696333588,bafkreigy67igm3t45r64vxmyx7rslgohmvxwamgokaem5j5o53yzjlc5yi,""
0x8E0439C0A49ab4CeC1b0aa7FbAD4d83AC84393F1,,,,,1,,,,3.0123297343035773,1696333678,bafkreih54haihkte45xjb5oio4esaij24rtbyges2vlnowrdvosk3ak7i4,""
0x33FD1ACc271574f6E5C2EB4A0ea1264251bA2119,1,1,,1,,,,,111.06681988252693,1696333800,bafkreicosad4vpnf2eowwwnerwzhafkvpcbgxj4dch22k4r7ln4cjokexe,""
0xA4A5ee3841D3AEE0399C01c10Eebba3216F983dd,1,,,,,,,,2.17265375468785,1696334100,bafkreid6txppnkjvhzmhn52ysu3msmnwvyswlouwzzepbxt3lcyko4wfre,""
0x123c8A4D7D516f71f883ab1CF7A7017D78c29aaB,1,,,,,,,,1.0940224283409286,1696336315,bafkreidtf3jm4hdcvyoptewvjyfl2gkth4ofictsxnmq2lvbb577ipaxum,""
0x6339E57b6A1e015E03923B0967bde7cd849637c0,1,1,1,3,1,2,1,1,0.03595263090258147,1696336390,bafkreia5gngm2ol54dl2o7uztq26r6krr6ix3u4uuxqcy3zzjco3e3h3bq,""
0x521213512d66854e831c5DF5824909dEe05a31DC,1,,,,,,,,1.1048037615920436,1696336495,bafkreiea5bv4seepvqsicethhtqbdepg2hynzvvbnpqt4e2ohzidlb33ha,""
0x9a04Fc87aadFa1cae9d6E061c5fcCFD976E4c9E4,1,,,,,,,,0.9612181899566024,1696336644,bafkreidazvletjobdcwutytdojd7i5icse2s2nayqjz6n6z5iioppcbkty,""
0x29556010108Bb2eB468e0EF366e202C6367Bb537,,,,,,1,,,6.11,1696337037,bafkreig3brawtjvxe3wvxel22ti3q4qvismd4eps4hmiml3hjbwdcwnr2y,""
0xbc41695cFB12227A729C450B87265feA9f2c2D1e,1,1,,,,,,,4.753224358952848,1696337337,bafkreiab752zttkvphesa4tk5tk6hfsavued5pxhozy6wg2tvscycdvdqa,""
0x4e1a248805818912B7169099B2fAdBeb97b3157A,1,2,3,1,1,1,1,1,0.006259813260648308,1696337925,bafkreicaldedaslpnpelf4i7f6eyb4ilxtidixmq4pbrywkhcaq3xg6c4q,""
0x6ED7E999C79263Cbe017bD5eDBE55CF50DB43029,1,1,1,1,1,1,1,1,2.716989450719223,1696338827,bafkreifnowwslppe7ec4cdweqmhpxnpdaoklzzhlqbu5lmueojnjegpkou,""
0xE3E6D2A6218d653a506DEFa39e26496ab94e7F6d,,1,,1,,1,,,96.38762366590701,1696338864,bafkreihdgjdp2wkgm3dv5frjkyd264v6vjmxpwj7apycjlxraaon6gjn2m,""
0x7C68B86783E6eE109714144C49a9553058aB6085,1,3,3,1,2,,2,1,2.6483791351380668,1696339535,bafkreifgtbr4lvbvohcmhsdxvqkfsmehbqx76b2cs4qs5rmmmlssjstj3y,""
0xC8D9B774F920382e9b69900C9506e7126D3Ee899,,1,,,,,,,10.293097182565953,1696340051,bafkreifnmknrikl6wvkjrfgl5n3lnwslbrunt327o3rwrrrswzlqam5amu,""
0x5A75f64493E39A48DD005E3041b8Eb5c75a025Db,1,1,1,1,1,1,1,1,64.57173879616388,1696340979,bafkreih2g7ftwiywwzx7kw7j5i3i5xbe67ohaglv3wyh355bd6xmx554vm,""
0xB00A05613C746AFe4c27efF93aCCFdf628B2eD97,,1,1,1,,1,,,2.0646430782182366,1696341050,bafkreihycknwzqjzudkvdvgcqwkw64bekp32hq4472gg5hbv5kdjdjsybq,""
0x21D58Bd26162926E1116bbb6005Be2dB23d5EF91,,1,,,,,,,0.7883913952277091,1696341144,bafkreicb6wui2azo2645xmoe4ti6j4f54bw5w3qtmuaori3fj6cjna6vei,""
0xD78C632831f0D8d11B014c73fF8404C111f375FD,3,7,2,6,2,1,4,5,0.5962803270717046,1696341152,bafkreihkn6pu44lnk4m7zq5i7egwswbdpffjgwd6jrgox6imy2d6mayley,""
0x2D732D7CE6b9636b39d26E7Db8e48BB6DEFE0091,1,1,,1,2,2,6,1,5.05590740044901,1696341224,bafkreiguxb7j2eri4r5s7jronzuvs7yww77pbx66ghdebbo2wosfyozjne,""
0xaf23eE86a9E61051f3c3d0485c86066F68a0702e,,50,,50,,,,,98.72584649367224,1696341273,bafkreibnghvrbk2qyss2z4xvglbzopstsbxi4rozxcswycuyfmxn7pi2cq,""
0xDa92595FfF0Db5A94dC397530B63EfC878806422,,1,,,,,,,4.3153028792711785,1696342544,bafkreicp33msmwumejl4xgd75uvwxe4v7plxmhgqfsyciydalkii6fnkd4,""
0x9f4BF1fAFD578Ae36a96c1e44ED8Ec9dAfcf4593,,1,,,,,,,3692.8520952139947,1696342728,bafkreidsl6hazrnk5pten4xitclsbosn6qsjpp3apyxapxvdbdteptrne4,""
0x5eDDd7EE61e9aeb6E8796f66BCfB3876824554c4,4,4,2,2,1,,1,4,3.0847797954149065,1696342999,bafkreidhpzl2k6txamcrfbw4rdvrwg2d5r35iqjs5ivumfo7hwq7znoe7a,""
0xD7Da6c065fB6Ada5a9F2e8B2F88e84F4A63D0d93,,,,,,,100,,322.89418233922515,1696343223,bafkreif66hnmvwnnkklw4em4crcqlqtnuotuvwua2isu3nl5eloxk5suoy,""
0xc1b7d18Ca1457D525cfAA73f38FeE7C00D128b54,1,1,2,2,2,3,2,1,2.6392590399919476,1696343241,bafkreic2awmdpti2g5k272jwq62kwty7ki36mnv5bvyt4uwvhzdzxtuote,""
0x455E3097FB0f45a2e139C22eb4B6B8684e3C5283,3,1,4,1,5,1,3,5,2.448884337764759,1696343787,bafkreiemxp33kkb25zgpnuzd3agjyrbvoi46dbhdxk4qnbqedgqqxbmm4e,""
0x95C68b3E1C034B60BB645fDE0D4Cd9E7AFBb4223,1,1,1,1,2,3,3,2,3.5706576312187472,1696344203,bafkreig37wyzw2dzbcxausbxmqi4ajkh5luqyi2kkmiusaf5254pvzsm7m,""
0x9325224467715B064Cb35cC881D3aCFC6B329428,,1,,,,,,,0.0002,1696344304,bafkreieswn6zpm4bnbntnykhtparfyfrqi4cuuhnfvxtjxjdjefyoj2nry,""
0x0424e057c2D0bC7e58C75975AAF38BF1e598cd49,,,1,1,,,1,,3519.9604463423143,1696344500,bafkreifww7jy6zoouv22rw5kp5gtbds46ylng4gksb2j22mzzngv5fcrqm,""
0xed8241384a0A5aA41B0756D34427CD6027BaA295,,6,,1,,,,,3.7313573,1696344507,bafkreif4bhzu3yt73oj3eo7jx4r3w4wtkb52phdaqbt5anzolgyw6re7i4,""
0xCf883a0b83792a4d379732f2857D3c5c04251968,1,1,1,,,1,,,1.8621898328153288,1696344707,bafkreienze6c3hd5mwho33iegbr5nng7dfkyfubkau7x4wmsj6xzkpcziu,""
0xBccc44D3fE7ECa26B4E967cF358Be222d93Fd9b3,,2,,,1,,,1,6.133585890777067,1696344768,bafkreigdftzl2ubfbw7hctm5bwk4z5nqthoqsbbmx4mqtwehxhoz3c3jca,""
0xd3dE1f8Aa8e9Cf7133Bb65f4555F8f09cFCB7473,,,,,,,1,,44383.70485817221,1696345080,bafkreidc7grx3muqwwatqnxxviiui3of72dykv5avdbmtxcgcd4pfvtshi,"He's simply the best."
0x17DDdA717155785cD2972ca21386E068739dbc6f,,3,2,1,,,,,12.611384655623281,1696345101,bafkreigufjrgpsl5gsyhagubtuja36vzvx6aicsnmte5aogtwy4ajopuba,""
0xb7E896b2a49166a0a94A363B75318431A54808Ed,,1,,,,,,,1.0895398782769736,1696345158,bafkreiflwxhjo2gspeoqhj3t6msdybcm6rtvrgyrhj4b4cex2naolmz4gy,""
0xaF36ff4A9f242e72e6191C1882F147dF65Fe2f1E,2,1,,3,3,,2,,7.38172047331779,1696345259,bafkreiallbxpvasjbmbkcjsbororxj6dbhuclvu7k2dsiv4gcivoqx5ic4,""
0x0EE57FF2FBA4ED966081c8Dd69864770050666E3,,2,,1,,,,1,2748.4093685182697,1696345260,bafkreif6h6rvuewi6rbfucrurax6kgr3i6ytzxx3fwjs2n4446c3mghtta,""
0xB93521cC43E5819088D3260647Bfa0c8285D37Fa,1,1,1,1,1,1,4,3,2.3368416275959865,1696345481,bafkreibgwowyosenya55dz3y5sfs3j2xai7we2ypobkeuqwdd27hiyglt4,""
0x66DC2CCcd7fa6206617A8bDeE3fB6dc21b848A3a,,1,,,,,,,52.04407948189616,1696345535,bafkreigauf2yo4lewrloomxvjsdnnyqzxqvmhoefnquslbonbeuuwseici,""
0xa275707D0327D6F94221ba5198c5420f341206Ce,2,5,3,2,4,2,3,3,2.1202010217285996,1696345799,bafkreifq67fbjeb22rqtnjdsmleabeyjmnhghhwnk4itgsojwq5vcufo5i,""
0xe6243475e8190192DFA57edA80daC630Aad2aABB,3,2,,2,1,,3,8,2.9151283279683633,1696346182,bafkreicvtzoajcqx7hqq6u4vg4pezfzl5knz5vnflk2znts7r6kcyisgem,""
0x633e726249055346BeCE81214D49d1F1F64cB233,,1,,,,,,,20.78806,1696346485,bafkreicrpftmmfbup47roan7nvubg2aljjarv74oub6lwowby2wonlpjra,""
0x418f3A247A42e9A98082DC0E6d05F30F2Fc1a736,5,2,1,3,2,3,5,2,3.46657448,1696346716,bafkreidvai2ddh4s22jh4ekw2thnykw66q53qte5uand4dutp4tdljl4ba,""
0xeB0413c61AdFd8C5295b1b359a865006Af87647b,,1,,,,,,,0.9978231716914953,1696346747,bafkreiajslhc7cpuqgx3brobemulnegzioiye4podbbi6qzddepgpzgcv4,""
0x284eDac35636a72e8bb99F33B12d0Fe521c7Fc47,,1,,1,,,1,1,65.56907739388411,1696347069,bafkreighipcqzkqbgk2hg6wkubx57jcro6egku6wboi5acji43ca7oxcu4,""
0x6bEc0BCA2F15876f675f2C38958Ff986551e4db1,,,,1,,,,,40181.98393280929,1696347646,bafkreiccej6udznbl3e7yjiuygjgh7ukreatghpt5efc5nfjgmdhrtwgsa,""
0x594F52D3fCcdA979Bb036bF14ea43a9D6F307F35,,,,1,,,,,160127.16169859664,1696347721,bafkreidcsztrnreufhuh6vfksdufbd5tajzn3dzp2pe2mqcj6oogk6n4bq,""
0x3B480b24b7F1d532e4AB6DAFe1AD00460B1EC1f9,,,,,,,7000,,7776.522915698616,1696347722,bafkreifeugydwj5vbv7riypngn6e4yruzrm6o4hjd6rc5pvq5aj5oib73q,""
0x4eAcE1f9e72A0716ac80CA8d144c7Cf726bdF5cD,3,3,1,,3,,,,3.819488626951413,1696347796,bafkreicjzxurqltxkirlrsoqeujrf3khs6jam3jbxja2flxkidhexjlaxu,""
0xe04D63E6E6209C5A64be616443C00B2b6E705d92,,,,1,,,,,21.67199800401259,1696348185,bafkreibs75kfccgkuh6omnob3xvtvaqdmg7eygsnbvfikaq4jyui4kwyhm,""
0xe2ffD4c8b81D4548Cc5aD2B3734a80d9582c72C4,,,,1,,,,,0.004444645712434795,1696348275,bafkreidlxtfn3fzkzofsocqt33s7shul3i3k4n52k6lqid5ejsawsl4zne,""
0xD0a4f1BE6EA0AeDde2d7BEA62925CBa7eA10648e,,1,,1,,,,,47.961170847387464,1696348447,bafkreiacjfiqacp47otokpesctt2r47bbuq5yh6gqkis6usgcamlhgi5bu,""
0xa31df9ae4F9C044E23BE1108D63c182B3834ff35,,1,,1,,,,,0.4974324076555225,1696348487,bafkreiawtowyy2uaq4c7jjjs2iznotluhnmlpxeyolnf355kkax26vqjv4,""
0x5820A6d3619A861df9961bE03271a4904F27a011,,,,1,,,,,98.82917096346004,1696348748,bafkreifxnlemnmzdwsiwoeosy5glbn7p3zbzgz2you6do33f73cvwqmeiy,""
0x3ccDb6e8A4622EEaE0fB65DcF4Eb29BeD3023243,,,,,,,18,,10.43082335112415,1696348896,bafkreibmwx5jppbxm5za432xrmiijmaou6uporxlj5d2a6qj5ygvnjml2e,""
0xFcf8D29554c86074962e9EF9d7c7999A86BD5FcE,,,,1,,,,,679.9540244148634,1696349578,bafkreigf3zn5xs65by3dn64e4iuzhhlai3wqngp6pqeqvqe4ilqqy7s2u4,""
0x70B28588E1cC776764D594665346FF16fA4af641,,,,1,,,,,115.12933007894661,1696349838,bafkreib7fayzpav5u2l3eeqd52nowkw7laz5cylxltrddxevgqotrauvzu,""
0x12Ba2DB263aEcf36Bf4dBE024942b497B5C374b5,,,,1,,,,,62.65275723635175,1696350142,bafkreicmuuicuxjd5fykh7sz53dqxts6ssfdxyjjrgfoud4fztkz4omboa,""
0xDf816589E9098136c7a9377230fBd2702D0A4f42,6,7,5,4,3,2,8,1,6.865938232802112,1696350256,bafkreigf6oqrw6jxjladppzbn37t4o5uj6h5g4ks3jhfqtp4zk7twowcma,""
0x237af09F893d25eF6384F4a65b8720d16201760D,1,,,,,,,,18.58433955412018,1696350279,bafkreib3ipjbb52pgmi65xbsavpzu6g522k2mmatsvmkqxrceyr4c72iwm,""
0x6Ba51e840eEde057Cd7C52AEe3226f12C93D1068,,,,100,,,,,12.87998947655934,1696350988,bafkreicsbohqemri5tq336gwwcagcqia3dvvwfbpklv7cpe5zuh45nhyye,"13"
0xd2dF79139aFc0C37dA40FAB2A4e8638E30154D3d,,,,1,,,,,93.89262967690772,1696351736,bafkreibez7a4v3upbymzqdevm4ktja2tugb6s7itpkyelpmfdrohedudme,"94"
0xa253430858c981691534Fe933598C7483C90FA54,1,,,,,,,,4.926365336740563,1696351895,bafkreieyyfxg2o7giapcex5axnjdqt4x6a5liadofy2gcc4gez3fon4oy4,""
0xB32D21BC2aB3258CB39A18F9363D82018FC16827,1,1,1,1,,,,,5.656438363073915,1696352564,bafkreidoidymwu5dgv6ltzijzmg7utn3m6jz5w6kl4vst5zsr4y5j54e34,""
0xE1B5b9F27A5d61c8102FCF04c676cAc0edb2Eb75,,,,1,1,1,2,,5.349280358027797,1696352752,bafkreie4tlg4q4sq4fvd3xyuh32nrufxjhzcp7oqsmeerx7leztzcs7hqy,""
0x047972204D78453CE838825fe096d64f29BD57D2,,1,,,,,,,2.2371678839538682,1696352818,bafkreiaewgi3pwp6lvpmvls3yizccwolpgsy7wpsm3zsup2gtcxnus4osa,""
0xc54b97800454ca7FC81a3716a7DB6962A40f4aEa,,1,,1,,1,,,224.5839474648284,1696353006,bafkreihnjhjtrblnboikwo5ezgj7kicemsz2ztgtmcogbis6c2lwlwbbzu,""
0xEdB77f0FFD272a2480d0BF2Dbf8C6eA7AF0D17D3,,,4,3,3,3,1,1,5.38011714876016,1696353124,bafkreiaaukbk2bdfbrgzg6myux5b7us6cuhjtk53xboq74m4u533tirgvy,""
0x55373f56b2e6f55671ac56AfD0C9d57e9c668A57,,,,,,,,1,0.45216672728301327,1696354374,bafkreibcxsdv52ca3jjp4gzy6eusmxy53c6ootzmehc2bg4pmer2qcvc2q,""
0x0Ff130AE16Bd029Cb979b6c66d8353d459Daf766,,,,1,,,,,15.131888246970483,1696354535,bafkreicrmdnyhvew2kv4odt6x5ooitnlmy2cfnq2zcvqle24xgxptckfya,""
0x0F8305bd74170A75235c4f09e72e997Ef2187054,2,,1,,1,,,,6.128555890697342,1696354702,bafkreiffwvk2qzjgtbn4ei5ymuv47op2npmb32wtrspd3jpzimyyxrfzh4,""
0x15B1071dd15A253fd450834EC88471bB1BF5cB33,,,,1,,,,,87274.22003977484,1696355193,bafkreighu74juz3ahy24ac3ir7mnlt7x3sfxjob6j5rsz6vpal3jv3nwsu,"I find Jim totally committed to Moonbeam. He is always polite and positive going about his job, he is punctual and very responsible."
0xB6d6e8E2D8909555DE3c63D7f4204aFBaE3Af302,1,,,,,,,,132.7571,1696355471,bafkreiaqfbxlpdu3zqkdbhshs6zcpryopp5xgmmriq3z625mbup24e7sv4,""
0xED412d4A54cFD60Dd6b46E3892bE0fa9a343A6A4,,,,1,,,,,80.51457006878863,1696356071,bafkreid3ngn7nqdhhlp75ed54kj7ghunyvlsnh2lvjk2y7eubtwbgodtba,""
0x3EB8b2F4584c642a43eD5caD2F83182de41B5dE2,1,1,1,1,1,1,1,1,318.4420798231882,1696356293,bafkreidxpahjq4lr2ex4bnpmykbf62igz55w3s5g2te5xwrynjbx5farfe,""
0x78445206870c52F7E648e57772eBDE7Ac31E5A62,,,,1,,,,,7.261660579284199,1696356580,bafkreidblq2eao2irj4dvo6yjovyb6m7bfigj254qcnarotjwxke5bsvza,""
0x23745E90a24348cD0C6dd78fEd73cb0a049C90B0,,,,22,,,,,5.352019501382017,1696357463,bafkreibp3nhpxdyxe4jbcqnb56wwh7346fgn7gsddzbeth3agmmfm4nrma,""
0xBE3026ecA9dd524401Ceb3B703d7972497332325,1,,,,,,,,0.10344713131439114,1696358200,bafkreigsnaqo2k44ispoapgvr5r5klefxfswpoh7rzcjxgb42dyaqpmidq,""
0xEB29596e0765097C07372ea19f544749C07c9b1E,,,,1,,,,,2.077003877811794,1696358219,bafkreibnib2aetwdl6e7qb6y63hurbthmbk65ibbefof6zeqgifnqyfc6q,""
0x7C0c6aB14E178860524F9855A763e7b522e1C0b6,,,,1,,,,,125.13464671304284,1696358457,bafkreicwp3hkj4rj2b7nw4pev2ckpiwhkl4tud7og4qnnwr5llok7222ci,""
0x5181472546CEA53C8d3598a70ECE4546045f453f,,,,,,,1,,6073.24695904308,1696358891,bafkreic5j3er4pau6si7f77jyinwcvglqlanzgr44qpwsfv243icl57h5q,"Know him for his work in evrloot, groundbraking, always building, always delivering!"
0x54f8f480d9D868Df33fceBEB7171DFe653BE5bF5,1,,1,1,2,2,1,2,19.14417100293724,1696359191,bafkreig55la27owgfgbekjedvlzdu3nfajjzphreqmriaqcmj34hwi5c34,""
0xf0Ed97F600F0B9877Acb3242a5E45e164fA722Aa,1,1,,,1,,,,9.99301872221159,1696359485,bafkreifmzrtxhx4ohe3wgatufczvw3tqvaecfimudulem2alaaihmca62a,""
0x36a353c2D200EF7871e1db7441d214D5D83839B5,,,,1,,,,,3.8386137057748844,1696359844,bafkreiffgr3e4cegt6ehgtpkyon36sbdikp3eyzesdbko3qt7nndrzj2aq,""
0xDc9484B391ea703b60b8a14FCF4DEb30A1ad37f9,50,,,50,,,,,8.075121771483198,1696361260,bafkreifgdtbai3dgxxwj6r4odclmphlbewidqpwfekyibr3e5rbmkz2fau,""
0xa7eb7b85a6Cff538a0Bfef65Db9b42B091C70c85,1,,,,1,1,,,0.025838055094352243,1696362107,bafkreidmxixnt4exmotnlabqum3lid2p4g7eab6adyc3n26gatgmovyw5q,""
0x752a1ec2358082D1e648e4FdaCcc41d321d9Ff6B,1,,,,,,,,0.9845494362270741,1696362849,bafkreibksjxnjphu4qmt7h7t4gixpvafdzi22hjdfgnjj6zj33hchyanyy,""
0xC3fD78A0E8859048CdeDCbfcC972B3bA17B0b9D3,1,2,1,127,1,1,1,1,21.341362099823822,1696362995,bafkreifhatj4rzv6dqfxiyazqzb5rk5i7lekmmrrxcvigjymx3ccekgtle,"21"
0xD9a0a16E5A634bF5a02962b667f17C65bAE14086,,,,1,,,,,259.7664769327141,1696363918,bafkreig75ibewhaylegcdzgqumtwvxoqmupcqekndwd2myvubyfiizxmwi,""
0x89245939874D8373cb60190CB8E91E9Fd257e884,1,1,1,,,,,,98.8345575214385,1696364034,bafkreih457te2k56mdbc4obzbdc5p6wjs2ndlb6h7y7kwccnbzty4y6epu,""
0x7CA0eb7c7957449f3ba3082E8C4f6B1938bdae99,,,1,,,1,,,0.007314807913719391,1696365212,bafkreif3oo3ghodgkepavedje7fijruzsbq33s2gsjm6gif2samkyy6rde,""
0xaA9b54F7FbBf5fEd6287eB1E538a5e9a8975A78C,,1,,1,,,,1,18.603533187658325,1696365397,bafkreiawgwrhhdbzx3q2cpbuuf4eyhhxcs4jnstqznerxqjvwkxa6go3k4,""
0xF8993027b4324884Ed55a6868866f6C1b406b474,,,,1,,,,,1.8984246227148613,1696365732,bafkreidqwmqx5gpfszlna4tk7stui2nf6a6fprlurn7j5lmbx4osdnyhla,""
0x9c8207a4D3381B8aFEEaeda884BdC9C0e12003bA,40000,,,,,,,,8264.02733405653,1696366123,bafkreie35ddix5rjsmpxeq2lo6vq3aftoemqkdx2r4crqe7e6irzaf6aty,""
0x8e25B8cd301890f86ED176ADE6139306264F6DBA,1,1,1,,,,,,0.45947386472731844,1696366601,bafkreibi3lwvzmebharr7oklxxipa7joh74ncskgsjh3aedtic3go5u5ie,""
0xd700A4C3d1502AC21C562FD9Fc3032b4500250Db,,1,,1,,,1,,29521.346114396758,1696366623,bafkreift5fu4pazf6j45udzvfwxbmzwt4u4zbfn2nodmvseyr6bbkwwf2i,""
0x3d6D67F011531EfD6dFf78Fa56989939dcC60cA2,1,,,,,,,,20.95912374150417,1696367112,bafkreiextinaummxnwvur67iwjigp4qgcpdo6aykrvfc6u74s7qz6h5onm,""
0x69c244D928176656Ece391ccdCa611aC0e30Ac4a,,2,,,,,,,10.504616371930059,1696367274,bafkreiduhipizfwwhzeogcdorkrzo3ls6rvdgfterlmav3zk3swmf5akwa,""
0xD4F989eb4727F4a309B88Bd1C927ecd1b12caABB,1,,,,,,,,15.2,1696367526,bafkreidguc45trmw72k6zhhqphptthzbesz2n2toh2vtofpnqxswuteos4,""
0x75257945dE8272B9006EeFf3C0134Da8E6547920,1,,,,,,,,15.284054432527547,1696367979,bafkreieudq5yth6hpwjdx63yyewnf4oymu2a574gugxrhbnrwpglb2ytle,""
0xC1A15778284b16b4c8cCC9A56b4F486550AF4CF4,,1,,1,,,1,,8.89437982899299,1696369054,bafkreibevse54tcz4xfdvotcrxbzsvzuxhbecpaxbnx5wsg3vltovwfnry,""
0x9005fFC4B7f0B6C7aF83B33C6d818D14f2e1BDfB,,,,1,,,,,111.91628832805918,1696369340,bafkreigplbss6umjefidoxyxccytibdlc3sqynf6oajje73lstptngwffq,""
0xECB9eB9D678EE76c40A8091CC9e5928dAbF6d90F,,,,,,,18,,15.120463455120555,1696369639,bafkreidupgk7f3dil7wzssqkhfyzjjtwxj22mfzxzg3e7jl6tc46n52kja,"He is my favourite teletubbie"
0x3C59Bc4EabC523d14DC057Ee7456eF169E3C1231,,1,,1,,,1,,29.960408186282073,1696371375,bafkreihfchsrqxdwuj5ekclvivz7gepdmfogh757ojjr3azmvcdofulv6y,""
0x4fC53CDFB93FA69058529AA2CAa174581E7Fb541,,,,1,,,,,2.759532423036728,1696372739,bafkreifl5hipdgyr4pnp6cq4v46p5devzjab2qihd2huga3uisojenqcqm,""
0xB9640327e5c2778F53B5f4f8dF1e66959394B958,,1,,1,,,,,0.00001,1696373560,bafkreif2axrptvj3ex7qkqc44ewfs46xsc6mqoaxgf2qojzdwtig4dikwq,""
0xb3Dfdea360ae38779B8fD9645290a46f939CAEd0,,1,,1,,1,,,13298.39623750834,1696375937,bafkreidjn6l4mf6hy2xvnyq4hkwmt4htwt3c7mjzgmn5ntgnzipxltrwky,""
0x80b4FDE31FDdF3D2Fb67b012Ff206517E7c36B00,,1,,,,,,,1.299328892512767,1696380258,bafkreia6jjfraqt7il4v7fzxlxrvfru3zs377uav6ook6vy22w2dv2ufvq,""
0xB446f82533dA5Bc6aB2FeF0fEbe5F5AcaE937F92,1,1,,,,,,,0.1022001000123,1696383233,bafkreibhm4us54bqsapuwb6wbtjp32ypkb3wxvkxlcu74wpwyingnutclm,""
0x05F5F316f9D7252A1f435d8E2D6F4Bb6302628d8,1,1,,,,,,,0.13543416083204,1696383935,bafkreidj3tsx5wyq64brgysnewdyy7oobcgxws6itosurhtholwb6aktgi,""
0x8963EB49529756CfF5A3c6B669968Ab1729Bc7D4,1,,,,,,,,0.525412440124453,1696384343,bafkreidpeduzjbydz7crfwrxyosgqndg4rge6a26lw7ioh3ppzdod75eyq,""
0x792c68eFa4F64c3289D96020e5a2ad5A2d0fEcCa,2,,,,,,,,4.56120991772654,1696385515,bafkreiaetubzns7oywyerdri3ftkje2mddnxoz3jwogcwbn42oyec7osiq,""
0x62d92d55ED6230d27d203785B81c6FFD59308CEB,1,,,,,,,,0.00000682213,1696385707,bafkreibfl7lw3m6bwfgdpiwmegnt7zvqqfmj5eok4zbh6lsey3vdycwxya,""
0xe2cbAD87c7408A220f3e0702928e00b4a15d8240,1,,,,,,,,1.2e-8,1696386084,bafkreicn7pddv5heni7y5thgu3gp5ir6v7rhmlooutf2623bgahy7k2nbu,""
0x4e7961b090d008007BfFC1550A896b1C4E1188D8,,,,1,,,,,4.441968122225344,1696386187,bafkreib2ji26t4vvxbg3qldngh35lsvmdrbhltss727rmjvxcaqaznayyi,""
0x3Df6837d297688C07575F9C0949B8A76c8C8f671,1,,,,,,,,8.92634916318067,1696386196,bafkreifyh2skr2ir4yy44kxl4wrxtaib2flugjb7he7bbfa2clj5vixkya,""
0x7d9a6083Bd1a89115782bbe602088e10A5DD01A6,1,,,,,,,,21.570950453046063,1696386985,bafkreidsy4bdj5dmdd666atrskg57wxqmb4q3gedmlejnv6kec2fwbrnoi,""
0xe9993816CCb6A3ba38E8BCC0ea25C1514904F14E,1,1,1,1,1,1,1,1,76.51360673191896,1696391752,bafkreif62jo7sylwu4nabhr3x7neoe2n247mnh76smugjf4gvupyfmx2kq,""
0x3F26465E4B4CF68b461a9562116BEd2959b3aCc5,,,,72,,,,,17.303211254421104,1696393299,bafkreibm6udjku46lqwfldhbtzfawnvfkiynztqp56pd4lyrexqau2ipky,""
0x1e22998800d4BD48db98200Bab1AEDfeb67Ef606,,,,1,,,,,1.222930241685536,1696394517,bafkreiclpu7oktcejbosoa3jgvsav5kq7n57v5baqsghsyrmtjppux2klq,""
0x77c04Ad42A3f14e376272875f755921346d4011b,1,1,1,1,1,1,1,1,14.96095128343392,1696395815,bafkreiapuxb4mh65oo2nv7c3et2nixtlavayg4cv6xnwsl4cefb7waouhi,""
0x61C37063e319632935600c29505afC7EA2318124,,,,1,,,,,40.90037672686924,1696396258,bafkreif6lwk44jxo3e2v3yvpmuwagcqcou34ka6dlplfk7223zwlacj5rq,""
0x95Ea1c9d4201EeCFc9531a12917659e41a7Ea92B,,1,,1,,,,,0.000525,1696396601,bafkreigxdfmtitpevmain2athxelhceas6w7awoqorogmomwkbht4puzjq,""
0xe2B13924Ea708473e6C5F4C159617cD7794520a1,,1,,1,,,1,,1.878240431822342,1696396682,bafkreiflytlhguykz2aqbipej66z3rfgeesmnazjjblae2er33ytvvtrqe,""
