address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,choice.10,voting_power,timestamp,author_ipfs_hash,reason
0xaDb62AfC36fF7474b8cf2Bf592bB2Fb1AcCA63e6,,,,,,1,,,,,12.2085054505,1689956104,bafkreiftx4api66nqprfl6fx3qbnh3sd5xh6lexmuoacruilrkgnmuzhvu,""
0xe04D63E6E6209C5A64be616443C00B2b6E705d92,,,,,,,,1,,,57.69873146001259,1689956297,bafkreifcbvsjj7jdlkwb745krsf6rm2m5blgtjwqrhm23fvtwgepxz2mj4,""
0x4A9D4D7A8b2EC8eAe9eb8f1A52eb655A076806B7,,,,,,,1,,,,2105.4023308001047,1689956346,bafkreidx6oszvh2sypwfbquldeyovjk47fatkb4idbg2gctr7jopwkdysq,""
0x32f8460945646f513574e1D0406c46F24D02C0D6,,,,,,,,10,,,10.998249976044534,1689956364,bafkreigtaeg6eabwlprrd2qmivddwfzogtnfyavpl6uu3ur6iqtwh5jpva,""
0x42AfBB42846806c6d68213E8B58b53525C4C8bBE,,,,,,,,,,100,13881.012103804114,1689956559,bafkreia73o2vt4i2epjcl2gkd4zxwbuytkqhemukjodf2zys4qq7y3uova,""
0xa92A340b21b2a913d5D47B651b45560f9d954EB4,,,,,,,1,1,1,,3.182285893548559,1689956741,bafkreigulv5id5tqzgsgb7qdow6egqg5qpk4gef73smr43earabxqzenyy,""
0x3A5cf34C264a22C545120311969b36161D767DCB,,,,,,,,,1,,28198.1331960852,1689956742,bafkreigrwpwkjxw2djy3lit65sh7zwjxbrcmmbyw3hbj3ibuuagfeft4na,""
0xB33714276680d9162Ab75fb1399b4300A0Ec5FD5,,,,,,,,,,4000,4208.36413141688,1689956915,bafkreibcdw6cxwcv2tmfacjz6glbms4grqjm7dte2am6pyc372qnmd5gbi,""
0x155475353D0a4B0e64AB42C1C22186B2E2560e2c,,,,,,,100,,,,70994.20178301056,1689956918,bafkreibrnjmmmyd5ms4yirwik3t2znfs2x7lbzvdk7sccf2ftawild57fu,"!!! TFA DAO IS A SCAM !!!"
0xF9fd317b3Dc80cef1B7880fF4e33357A52659D5e,,,,,1,1,1,,,,10.633499964164365,1689957451,bafkreiarnsvtp3slkzfdrozgwlygdjlsfitqkbj4ojvytlbfnl4rxeexp4,""
0xC68634E88374A3256C9ae6166B65B472E36328b9,1,,,1,,,,1,,,10.810357380971876,1689957485,bafkreibatsmfhldsnxfnwhf7nqm7r43nyb7tdi6lcnizmgvox23j7lhqm4,""
0x17DDdA717155785cD2972ca21386E068739dbc6f,,,,,,,,1,,,11.611384655623281,1689957515,bafkreif3giwkvxxijxsiiyqr2yrk7zcsavift75muuuzwypdi34pkyodh4,""
0x8ccF35F1A937205fe20353DE42cFAdE8f34cE7E1,,,,,,,1,1,,,0.578646619269394,1689957578,bafkreidw2schvrasry5r4iv2524xwod6szeoel5c5pf7fuzekgpbq2x3tq,""
0xcf8cf5dF28dB4F4e8376C90D8CEbd5f7A4F73620,,1,,,,,,,,1,302.95508451798213,1689957617,bafkreib3zu63sm4xnpyoxvji65gvrfu4pwmxgcihi3utktdsvojvvaftk4,""
0x014D3239E6a0b9cB825527C8c365472a3e271028,,,,,,,,,,1,45895.819149955336,1689957632,bafkreicfj5i5bszqsu6kwdqfq2suovp3yemkvn4lzwnu7gbn2227wdbhuy,"TFA is the shizzle"
0xE58564b8Ce8344AFDFE3a111bC0B541ee7F5f7Fa,,,,,,,,,,1,130.27022050328878,1689957673,bafkreigy2mytgjexx5dyhnt3jgyo5eek7slcgvrb3khs6r4ycg36j7p7fa,""
0xa1FD6676e6e404f6DC86e2947F2663BD6727C277,1,,,,,,,,,,1.3536403106157904,1689957695,bafkreibtsusg7xxbio6sc6fsdvaztx6ugd25pxlns4xajozv5x5m2uym2y,""
0xB6D4934FE622d1637AeCeaCd8dF8FF5A06219467,,1,,,,,,,,,12175.322787724434,1689957811,bafkreibslv63t2eymejgg3e3dn5z4iyrvsffqtecwneutc6vpnbdzwbpne,""
0xEa90B15AEa60c87eC7b1726edda16B706f73E867,,,1,,1,,,,,,9.197043687014107,1689958419,bafkreihr6gllpsrtusvuazsqeai4rd4upsxxlr7ibukbfmnag652o6q3tq,""
0x3bEcE46eA4cb308b1B8D8f50cB1728D6A4a20808,,1,,,,,,,,,4.991863875,1689958447,bafkreiarg7nmqb64nnp2olnfwsvewqnwx26jt5wkrwlqgwo5e3yltyf4jm,""
0x50ED348f85De0772a61fF63Bbe33dF8dB30DE1B2,,,,,,,,50,50,,14802.92293173963,1689958464,bafkreifovmoiw5msly5mmsarsfznn7dzg7ofy7u2lf2q4bccozfzhkhdv4,""
0x1f8231Ef50E99D361B5252A24EC2eC44285367e1,1,1,1,1,1,1,1,1,,,130.85191800052823,1689958484,bafkreiabv5khhiaf45hca4gjid2dshkiql4ynxyrj6be2puv6x7bnv5ym4,""
0xF0074d056D005C0696e699Ef5312111750835885,,417,,,,,,,,,125.48142565354136,1689958651,bafkreigeerxveybitumiwbcxm6ha7dkuni5lp3sb7azoucyc2nkrx4h4bu,""
0x6fB5BB4aedd3f7e9C6BE2Fc93F1B27B74993F194,1,,,,,,,,,,51.30167285958323,1689958698,bafkreifocwgifu7ynqv5fiyd3zyl6nzaqswkr7kzzymmzxdhlvhmap6hii,"1"
0xA60054De11FD41fE13dB6483fFa5074Bed634794,1,,,,,,,,,,13.20918571370314,1689958759,bafkreie6c6sfuysk4dkufqizz2rgnwnth5rjttldedelai2wcqxvg7zxey,""
0xc42c77b6B2A2B220b9502F357bBf51334Db3C93f,,1,,,,,,,,,5.001630657180914,1689958876,bafkreihdfwvvpta3zfcgaenbmw5vacl4fuzqyere7yn2ofharatvz4aanq,""
0xcD54A5D7dA4e3A856f606Ae213D84CD5fB8a6369,,30,,,,10,30,,30,,3615.0854259496177,1689958915,bafkreihmvkn2we7nkkpmwdoggqlvsonlejeta6bgu6umegho4nlaz4uxci,""
0x4506568E4733F3062CfA9cdb952Ba7904Fc7d8bb,,1,,,,,,,,,5.011632786472109,1689958956,bafkreicdqvni23m6kh3qc2gyxdm7uyfbdkujkyp3svk56ztosk3y2jyxi4,""
