address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,voting_power,timestamp,author_ipfs_hash,reason
0x45b61fd52C567001111E004371cc3e7559ED569F,,,1,1,,2,1,4,,1.0720933244088977,1690967990,bafkreie67asbqmzavn4wpne5jfvx5m2aiemnomkav6otb3vyr4jo4shasu,""
0xe665029CcE6d139Fc2A5093A608cE1CD074bf78F,,,,1,,,,,,27.084862146807126,1690968131,bafkreib22ezs3mmcd7uv2penhylh464vk2qqecbl25uzgijdtcgbx7xlxy,""
0x07588353130f93056c7d32250a217ADA1C5AE022,,,,,,,20,,,2.2332228282481736,1690968280,bafkreidrk4545j2vq4qyzbufppp435r4z5czvvx5m3d574pspajyogixya,""
0x8851EAE1D2A2e23CD8bb3B969D8c4BF28b49b0E1,,,,,,,,,1,3.977035838554204,1690968787,bafkreibk4finioovnmwvn7egxbbkucp2g77dxlnsjk7cxwirbasnipcbiq,""
0x2756e6ebdBEbC3419f355A7C1301D42AE674B4A5,,1,,,,,1,,,4.8469196845,1690968999,bafkreibykvzto2jrh4ppctgwx6owzw65ydclr4irdmhipzzavycdwhep3m,""
0x0466747175bB447f7E931472B221A8CC61fcBe97,,,,,,10,,,,41.00331727351026,1690969081,bafkreia5xpexllm2ogx3fjpffp7kskgy7zqpzpzwh2zvmmccv5who3vneu,""
0xd1753a2DAe809eC1ce047C7e0D183d88aD8E55E3,,,,,,10,,,,0.8244874266512748,1690969127,bafkreianqo6zzchfwacnkrikhp46u2nyjeyfp3lewol4o7rfozbdo6xmc4,""
0x9a59D8b225C4FBec199A0dDdcF51047B53eE5Ba2,,,,,,,,,1,7.143705766448494,1690969329,bafkreibqhnmqquin6svrbcr5h26s5jlb3up2ar66mevkwv2gl3xlunopbi,""
0x0a9D360d071986786a470366aa47A9FdCc63faa8,,,,,,,100,,,34.75923208051864,1690969695,bafkreib7lnr57gp2hlmqqbbwkkowztdx4lso6dhtzdqqm63wvayjyuw5xa,""
0x31eE202d6Ac6B7BCe473E4c53053fe1077905eC9,,,,,,1,,,,23.138266932247983,1690969850,bafkreifbumzrx5yvt4ssguw3ow7z3f2ddgcyaujzpm4fahihhskujluv5i,""
0xA931D7bDFd8cF6506ccF8e873E6fC60daB6E5A66,,,,,,1,1,,,8.233005249454758,1690969968,bafkreibs37fcd6jlp33oh2b5647vs7y3e6va23d4idy6mngk3gdo7us5xa,""
0xcBe6EB3A14771f825EB02b50E8711ACB49490411,,,,,,,,,1,3.7504682863666274,1690970185,bafkreic5ttmdxm54wrfbmfwx7552y4swwt67hteuymws6phh2qyqonnfw4,""
0x5615B91b204E2d5A342972b2AEaafb30Ad3D1184,,1,,,,,,1,,23.938802145102304,1690970187,bafkreiaphq5elzxf4pdsw7kuqk6gpi6osctpfr7o4zefbvygyiuxcp62nm,""
0xf21ae414c02E02321258A31fa41CFf6A7DC1C36F,,1,,,,,1,,1,14.344197865068475,1690970258,bafkreicxvkldglstkacpcmvspavzdupfpt7hqfbuadilv5h5sipgby7one,""
0xe6B2bF9Fe601f84CEFF663c83a03C6d9AaE2EE8b,,1,,,,,,,,60029.657887714355,1690970457,bafkreici7x6kwpbso56m3fyezcozouhijdrncjx2qjylimhrow5gidudjy,""
0x8484BC6a263e38A5FB936281008212E45C802A75,,,,,,1,,,,37.24758115094243,1690970529,bafkreiakwvyoxrqxr6csubx6c5v6e7pfofltyzo6cd5dldnkyl32bjlteq,""
0x12Ba2DB263aEcf36Bf4dBE024942b497B5C374b5,,1,,,,,1,,,62.65275723635175,1690971029,bafkreigansdl5vso5fuatkeildkiaeiwlkkjwqxmwu3l4uo4ljpy4nbfea,""
0xB23Bf9381417aeFC61E2c1887725f1fCd5A68Fa1,,,,,,,1,,,6160.933300256353,1690971137,bafkreich7jo5bdrdv7xsggsucjcrzxak6xkacyfsknojmqy2m34ldudqzi,""
0x65f80893c4F177882281f654C386e058F8E10DF4,,1,,,,,1,,,12002.940654573358,1690971298,bafkreihrlq3hwqvuuw4kge7nrqgfjc2wdbaw3lrahch33oynbefh7zunau,""
0x36Fef7F36705169816E44FF1070Ac3f6Ad796bF6,,,,,,,1,,1,55.590463142136535,1690971754,bafkreie442he3xvphrwcima3uitun53lqw46oiphnqv727wlhvyuu7flbm,""
0x58b26A58131d90f5D94a678BC00982d0071B2821,,,,,,1,1,1,1,4.744585234739044,1690971756,bafkreihhu4bx3iblo2fpqey24gk2task7xbvfsrcmh7mqwjtfkbcigpojm,""
0x1F0047Ad5E5bA9963F9430b2306b6856AA5B9b15,,,,,,1,,,,8006.149306240219,1690972748,bafkreiewvi2on5j32lyppi4dt27eqhbmdt45ejp3jadvvj67e2muxqtika,""
0x8D920F6205c26dDe3F5684Bb09885C64c865B419,,,,,,,1,,,4.05337331514548,1690972910,bafkreic2m6qsp4pr625mhh7yeb7mdc4hcc76s4fi4nucce7kbkluffimxe,""
0xb5Ff76FB67B513Cda0e34C1Ef153D31Bff477f4B,2,2,1,1,1,,,,,4.396725753241133,1690973147,bafkreiaj76jrhmz2pyc7hmz53cftk2n6w7r6f7erbtj4yfpznadhxidx3i,""
0xE0aBd30BCEDf91A6d9eBD5D6095976955CEf3bbE,1,1,1,1,1,1,1,1,1,1.1993100878373382,1690973559,bafkreic3uetkr3sja66pajnxxc265routi4uquvbstrsrnuglsf63t3eti,""
0x26869416289f72d9689db12f99f30075412d1761,,,,,,1,,,,1.377960033915515,1690973571,bafkreihkvvojk5pw5msn7frlzk7jdtvtpfz6yqsoxm3hnzxdgchdfutd6u,""
